test with interval of 512
Linux 3.16.0-34-generic (compute1) 	05/12/2015 	_x86_64_	(1 CPU)

05:38:00 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:04:47 PM     all      3.33      0.00      4.44      0.00      0.00     92.22
06:04:48 PM     all      7.69      0.00      7.69      0.00      0.00     84.62
06:04:49 PM     all      0.00      0.00      2.27      0.00      0.00     97.73
06:04:50 PM     all     21.51      0.00     17.20      0.00      0.00     61.29
06:04:51 PM     all      3.41      0.00      4.55      0.00      0.00     92.05
06:04:52 PM     all      8.79      0.00      6.59      0.00      0.00     84.62
06:04:53 PM     all      1.11      0.00      2.22      0.00      0.00     96.67
06:04:54 PM     all      7.87      0.00      5.62      0.00      0.00     86.52
06:04:55 PM     all      0.00      0.00      2.25      0.00      0.00     97.75
06:04:56 PM     all     12.77      0.00     10.64      2.13      0.00     74.47
06:04:57 PM     all      2.25      0.00      3.37      0.00      0.00     94.38
06:04:58 PM     all      5.56      0.00      6.67      0.00      0.00     87.78
06:04:59 PM     all      1.11      0.00      3.33      0.00      0.00     95.56
06:05:00 PM     all      7.61      0.00      7.61      0.00      0.00     84.78
06:05:01 PM     all      0.00      0.00      2.25      0.00      0.00     97.75
06:05:02 PM     all      7.61      0.00      6.52      0.00      0.00     85.87
06:05:03 PM     all      1.15      0.00      2.30      0.00      0.00     96.55
06:05:04 PM     all      5.62      0.00      8.99      0.00      0.00     85.39
06:05:05 PM     all      1.12      0.00      4.49      0.00      0.00     94.38
06:05:06 PM     all      6.74      0.00      6.74      0.00      0.00     86.52
06:05:07 PM     all      3.33      0.00      3.33      0.00      0.00     93.33
06:05:08 PM     all      7.78      0.00      4.44      0.00      0.00     87.78
06:05:09 PM     all      1.12      0.00      3.37      0.00      0.00     95.51
06:05:10 PM     all      6.67      0.00      8.89      0.00      0.00     84.44
06:05:11 PM     all      0.00      0.00      4.49      0.00      0.00     95.51
06:05:12 PM     all      6.52      0.00      8.70      0.00      0.00     84.78
06:05:13 PM     all      0.00      0.00      3.37      0.00      0.00     96.63
06:05:14 PM     all      6.74      0.00      7.87      0.00      0.00     85.39
06:05:15 PM     all      1.12      0.00      3.37      0.00      0.00     95.51
06:05:16 PM     all      6.67      0.00      5.56      0.00      0.00     87.78
06:05:17 PM     all      1.11      0.00      6.67      0.00      0.00     92.22
06:05:18 PM     all      3.33      0.00      8.89      0.00      0.00     87.78
06:05:19 PM     all      1.11      0.00      2.22      0.00      0.00     96.67
06:05:20 PM     all      6.59      0.00      6.59      0.00      0.00     86.81
06:05:21 PM     all      0.00      0.00      2.30      0.00      0.00     97.70
06:05:22 PM     all      7.53      0.00      6.45      0.00      0.00     86.02
06:05:23 PM     all      2.22      0.00      4.44      0.00      0.00     93.33
06:05:24 PM     all      7.78      0.00      7.78      0.00      0.00     84.44
06:05:25 PM     all      0.00      0.00      3.41      0.00      0.00     96.59
06:05:26 PM     all      5.56      0.00      7.78      0.00      0.00     86.67
06:05:27 PM     all      3.37      0.00      3.37      0.00      0.00     93.26
06:05:28 PM     all      6.59      0.00      4.40      0.00      0.00     89.01
06:05:29 PM     all      1.11      0.00      4.44      0.00      0.00     94.44
06:05:30 PM     all      8.79      0.00     10.99      0.00      0.00     80.22
06:05:31 PM     all      1.12      0.00      2.25      0.00      0.00     96.63
06:05:32 PM     all      6.67      0.00      4.44      0.00      0.00     88.89
06:05:33 PM     all      0.00      0.00      3.41      0.00      0.00     96.59
06:05:34 PM     all      7.61      0.00      7.61      0.00      0.00     84.78
06:05:35 PM     all      1.15      0.00      3.45      0.00      0.00     95.40
06:05:36 PM     all      5.56      0.00      6.67      0.00      0.00     87.78
06:05:37 PM     all      2.17      0.00      5.43      0.00      0.00     92.39
06:05:38 PM     all      9.78      0.00      4.35      0.00      0.00     85.87
06:05:39 PM     all      0.00      0.00      3.45      0.00      0.00     96.55
06:05:40 PM     all      8.70      0.00      6.52      0.00      0.00     84.78
06:05:41 PM     all      1.09      0.00      4.35      0.00      0.00     94.57
06:05:42 PM     all      7.87      0.00      6.74      0.00      0.00     85.39
06:05:43 PM     all      2.22      0.00      3.33      0.00      0.00     94.44
06:05:44 PM     all      5.62      0.00      7.87      0.00      0.00     86.52
06:05:45 PM     all      1.14      0.00      2.27      1.14      0.00     95.45
06:05:46 PM     all      6.74      0.00      5.62      0.00      0.00     87.64
06:05:47 PM     all      4.44      0.00      2.22      0.00      0.00     93.33
06:05:48 PM     all      4.40      0.00      8.79      0.00      0.00     86.81
06:05:49 PM     all      0.00      0.00      2.33      0.00      0.00     97.67
06:05:50 PM     all      9.78      0.00      5.43      0.00      0.00     84.78
06:05:51 PM     all      1.12      0.00      3.37      0.00      0.00     95.51
06:05:52 PM     all     25.00      0.00     14.13      0.00      0.00     60.87
06:05:53 PM     all      1.14      0.00      4.55      0.00      0.00     94.32
06:05:54 PM     all      7.69      0.00      6.59      0.00      0.00     85.71
06:05:55 PM     all      1.12      0.00      4.49      0.00      0.00     94.38
06:05:56 PM     all     10.87      0.00     14.13      2.17      0.00     72.83
06:05:57 PM     all      2.25      0.00      3.37      0.00      0.00     94.38
06:05:58 PM     all      5.49      0.00      7.69      0.00      0.00     86.81
06:05:59 PM     all      1.12      0.00      2.25      0.00      0.00     96.63
06:06:00 PM     all      4.40      0.00      7.69      0.00      0.00     87.91
06:06:01 PM     all      1.11      0.00      2.22      0.00      0.00     96.67
06:06:02 PM     all      7.69      0.00      3.30      0.00      0.00     89.01
06:06:03 PM     all      0.00      0.00      4.55      0.00      0.00     95.45
06:06:04 PM     all      5.49      0.00      9.89      0.00      0.00     84.62
06:06:05 PM     all      1.11      0.00      3.33      0.00      0.00     95.56
06:06:06 PM     all      6.74      0.00      6.74      0.00      0.00     86.52
06:06:07 PM     all      4.44      0.00      4.44      0.00      0.00     91.11
06:06:08 PM     all      7.78      0.00      5.56      0.00      0.00     86.67
06:06:09 PM     all      1.14      0.00      3.41      0.00      0.00     95.45
06:06:10 PM     all      6.52      0.00      7.61      0.00      0.00     85.87
06:06:11 PM     all      1.12      0.00      2.25      0.00      0.00     96.63
06:06:12 PM     all      8.79      0.00      5.49      0.00      0.00     85.71
06:06:13 PM     all      1.14      0.00      3.41      0.00      0.00     95.45
06:06:14 PM     all      7.69      0.00      5.49      0.00      0.00     86.81
06:06:15 PM     all      1.11      0.00      5.56      0.00      0.00     93.33
06:06:16 PM     all      6.59      0.00      6.59      0.00      0.00     86.81
06:06:17 PM     all      3.37      0.00      3.37      0.00      0.00     93.26
06:06:18 PM     all      8.70      0.00      6.52      0.00      0.00     84.78
06:06:19 PM     all      2.22      0.00      3.33      0.00      0.00     94.44
06:06:20 PM     all      7.87      0.00      6.74      0.00      0.00     85.39
06:06:21 PM     all      1.11      0.00      3.33      0.00      0.00     95.56
06:06:22 PM     all      7.78      0.00      6.67      0.00      0.00     85.56
06:06:23 PM     all      1.11      0.00      3.33      0.00      0.00     95.56
06:06:24 PM     all      7.69      0.00      6.59      0.00      0.00     85.71
06:06:25 PM     all      0.00      0.00      4.49      0.00      0.00     95.51
06:06:26 PM     all      6.52      0.00      7.61      0.00      0.00     85.87
06:06:27 PM     all      4.40      0.00      4.40      0.00      0.00     91.21
06:06:28 PM     all      8.70      0.00      5.43      0.00      0.00     85.87
06:06:29 PM     all      0.00      0.00      3.37      0.00      0.00     96.63
06:06:30 PM     all      4.35      0.00     10.87      0.00      0.00     84.78
06:06:31 PM     all      0.00      0.00      4.40      0.00      0.00     95.60
06:06:32 PM     all      8.89      0.00      8.89      0.00      0.00     82.22
06:06:33 PM     all      1.08      0.00      3.23      0.00      0.00     95.70
06:06:34 PM     all      7.69      0.00      5.49      0.00      0.00     86.81
06:06:35 PM     all      0.00      0.00      4.44      0.00      0.00     95.56
06:06:36 PM     all      7.61      0.00      6.52      0.00      0.00     85.87
06:06:37 PM     all      2.22      0.00      4.44      0.00      0.00     93.33
06:06:38 PM     all      7.61      0.00      6.52      0.00      0.00     85.87
06:06:39 PM     all      2.20      0.00      4.40      0.00      0.00     93.41
06:06:40 PM     all      6.59      0.00      6.59      0.00      0.00     86.81
06:06:41 PM     all      2.22      0.00      3.33      0.00      0.00     94.44
06:06:42 PM     all      8.60      0.00      6.45      0.00      0.00     84.95
06:06:43 PM     all      1.12      0.00      4.49      0.00      0.00     94.38
06:06:44 PM     all      7.78      0.00      5.56      0.00      0.00     86.67
06:06:45 PM     all      1.12      0.00      4.49      0.00      0.00     94.38
06:06:46 PM     all      7.53      0.00      6.45      0.00      0.00     86.02
06:06:47 PM     all      3.30      0.00      3.30      0.00      0.00     93.41
06:06:48 PM     all      6.82      0.00      5.68      0.00      0.00     87.50
06:06:49 PM     all      1.09      0.00      4.35      0.00      0.00     94.57
06:06:50 PM     all      7.53      0.00      8.60      0.00      0.00     83.87
06:06:51 PM     all      2.22      0.00      4.44      0.00      0.00     93.33
06:06:52 PM     all      5.49      0.00      7.69      0.00      0.00     86.81
06:06:53 PM     all     20.21      0.00     11.70      0.00      0.00     68.09
06:06:54 PM     all      7.78      0.00      6.67      0.00      0.00     85.56
06:06:55 PM     all      1.11      0.00      3.33      0.00      0.00     95.56
06:06:56 PM     all     13.04      0.00     11.96      1.09      0.00     73.91
06:06:57 PM     all      2.25      0.00      3.37      0.00      0.00     94.38
06:06:58 PM     all      5.62      0.00      7.87      0.00      0.00     86.52
06:06:59 PM     all      0.00      0.00      3.41      0.00      0.00     96.59
06:07:00 PM     all      6.67      0.00      5.56      0.00      0.00     87.78
06:07:01 PM     all      1.11      0.00      2.22      0.00      0.00     96.67
06:07:02 PM     all      5.49      0.00      8.79      0.00      0.00     85.71
06:07:03 PM     all      0.00      0.00      3.37      0.00      0.00     96.63
06:07:04 PM     all      8.79      0.00      5.49      0.00      0.00     85.71
06:07:05 PM     all      1.12      0.00      4.49      0.00      0.00     94.38
06:07:06 PM     all      8.79      0.00      6.59      0.00      0.00     84.62
06:07:07 PM     all      3.37      0.00      3.37      0.00      0.00     93.26
06:07:08 PM     all      7.61      0.00      7.61      0.00      0.00     84.78
06:07:09 PM     all      1.12      0.00      4.49      0.00      0.00     94.38
06:07:10 PM     all      4.40      0.00      8.79      0.00      0.00     86.81
06:07:11 PM     all      0.00      0.00      4.44      0.00      0.00     95.56
06:07:12 PM     all      6.67      0.00      7.78      0.00      0.00     85.56
06:07:13 PM     all      0.00      0.00      3.33      0.00      0.00     96.67
06:07:14 PM     all      6.52      0.00      7.61      1.09      0.00     84.78
06:07:15 PM     all      1.15      0.00      4.60      0.00      0.00     94.25
06:07:16 PM     all      6.52      0.00      7.61      0.00      0.00     85.87
06:07:17 PM     all      2.25      0.00      4.49      0.00      0.00     93.26
06:07:18 PM     all      7.78      0.00      7.78      0.00      0.00     84.44
06:07:19 PM     all      0.00      0.00      5.56      0.00      0.00     94.44
06:07:20 PM     all      6.45      0.00      6.45      0.00      0.00     87.10
06:07:21 PM     all      2.22      0.00      4.44      0.00      0.00     93.33
06:07:22 PM     all      6.82      0.00      6.82      0.00      0.00     86.36
06:07:23 PM     all      2.17      0.00      5.43      0.00      0.00     92.39
06:07:24 PM     all      6.74      0.00      7.87      0.00      0.00     85.39
06:07:25 PM     all      0.00      0.00      3.41      0.00      0.00     96.59
06:07:26 PM     all      6.59      0.00      7.69      0.00      0.00     85.71
06:07:27 PM     all      3.33      0.00      3.33      0.00      0.00     93.33
06:07:28 PM     all      6.59      0.00      5.49      0.00      0.00     87.91
06:07:29 PM     all      1.16      0.00      2.33      0.00      0.00     96.51
06:07:30 PM     all      6.59      0.00      7.69      0.00      0.00     85.71
06:07:31 PM     all      2.22      0.00      3.33      0.00      0.00     94.44
06:07:32 PM     all     19.15      0.00      9.57      0.00      0.00     71.28
06:07:33 PM     all      6.67      0.00      3.33      0.00      0.00     90.00
06:07:34 PM     all      6.59      0.00      5.49      0.00      0.00     87.91
06:07:35 PM     all      3.37      0.00      4.49      0.00      0.00     92.13
06:07:36 PM     all      8.79      0.00      8.79      0.00      0.00     82.42
06:07:37 PM     all      3.41      0.00      5.68      0.00      0.00     90.91
06:07:38 PM     all      8.79      0.00      6.59      0.00      0.00     84.62
06:07:39 PM     all      1.12      0.00      3.37      0.00      0.00     95.51
06:07:40 PM     all      7.69      0.00      7.69      0.00      0.00     84.62
06:07:41 PM     all      0.00      0.00      3.37      0.00      0.00     96.63
06:07:42 PM     all      6.52      0.00      7.61      0.00      0.00     85.87
06:07:43 PM     all      0.00      0.00      3.41      0.00      0.00     96.59
06:07:44 PM     all      6.74      0.00      6.74      0.00      0.00     86.52
06:07:45 PM     all      1.16      0.00      3.49      0.00      0.00     95.35
06:07:46 PM     all      6.59      0.00      6.59      0.00      0.00     86.81
06:07:47 PM     all      1.12      0.00      5.62      0.00      0.00     93.26
06:07:48 PM     all      7.61      0.00      5.43      0.00      0.00     86.96
06:07:49 PM     all      2.25      0.00      4.49      0.00      0.00     93.26
06:07:50 PM     all      6.67      0.00      4.44      0.00      0.00     88.89
06:07:51 PM     all      1.12      0.00      2.25      0.00      0.00     96.63
06:07:52 PM     all      5.43      0.00     10.87      0.00      0.00     83.70
06:07:53 PM     all     21.98      0.00      8.79      0.00      0.00     69.23
06:07:54 PM     all      7.69      0.00      6.59      0.00      0.00     85.71
06:07:55 PM     all      2.22      0.00      3.33      0.00      0.00     94.44
06:07:56 PM     all     13.19      0.00     13.19      1.10      0.00     72.53
06:07:57 PM     all      3.33      0.00      3.33      0.00      0.00     93.33
06:07:58 PM     all      6.59      0.00      6.59      0.00      0.00     86.81
06:07:59 PM     all      1.11      0.00      3.33      0.00      0.00     95.56
06:08:00 PM     all      7.69      0.00      7.69      0.00      0.00     84.62
06:08:01 PM     all      0.00      0.00      2.17      0.00      0.00     97.83
06:08:02 PM     all      5.32      0.00      3.19      0.00      0.00     91.49
06:08:03 PM     all      1.12      0.00      5.62      0.00      0.00     93.26
06:08:04 PM     all      7.61      0.00      6.52      0.00      0.00     85.87
06:08:05 PM     all      0.00      0.00      2.33      0.00      0.00     97.67
06:08:06 PM     all      4.44      0.00      7.78      0.00      0.00     87.78
06:08:07 PM     all      2.22      0.00      3.33      0.00      0.00     94.44
06:08:08 PM     all      5.49      0.00      6.59      0.00      0.00     87.91
06:08:09 PM     all      0.00      0.00      4.55      0.00      0.00     95.45
06:08:10 PM     all      6.52      0.00      6.52      0.00      0.00     86.96
06:08:11 PM     all      0.00      0.00      2.27      0.00      0.00     97.73
06:08:12 PM     all      6.67      0.00      7.78      0.00      0.00     85.56
06:08:13 PM     all      1.14      0.00      2.27      0.00      0.00     96.59
06:08:14 PM     all      6.67      0.00      6.67      0.00      0.00     86.67
06:08:15 PM     all      1.15      0.00      3.45      0.00      0.00     95.40
06:08:16 PM     all      5.56      0.00      8.89      0.00      0.00     85.56
06:08:17 PM     all      3.30      0.00      2.20      1.10      0.00     93.41
06:08:18 PM     all      5.56      0.00      7.78      0.00      0.00     86.67
06:08:19 PM     all      0.00      0.00      3.41      0.00      0.00     96.59
06:08:20 PM     all      6.59      0.00      5.49      0.00      0.00     87.91
06:08:21 PM     all      0.00      0.00      2.25      0.00      0.00     97.75
06:08:22 PM     all      6.59      0.00      7.69      0.00      0.00     85.71
06:08:23 PM     all      0.00      0.00      4.49      0.00      0.00     95.51
06:08:24 PM     all     10.00      0.00      7.78      0.00      0.00     82.22
06:08:25 PM     all      0.00      0.00      5.62      0.00      0.00     94.38
06:08:26 PM     all      5.43      0.00      6.52      0.00      0.00     88.04
06:08:27 PM     all      3.37      0.00      2.25      0.00      0.00     94.38
06:08:28 PM     all      5.56      0.00      4.44      0.00      0.00     90.00
06:08:29 PM     all      1.11      0.00      3.33      0.00      0.00     95.56
06:08:30 PM     all      7.69      0.00      7.69      0.00      0.00     84.62
06:08:31 PM     all      1.14      0.00      2.27      0.00      0.00     96.59
06:08:32 PM     all      4.49      0.00     10.11      0.00      0.00     85.39
06:08:33 PM     all      1.11      0.00      3.33      0.00      0.00     95.56
06:08:34 PM     all     11.11      0.00      5.56      0.00      0.00     83.33
06:08:35 PM     all      2.25      0.00      4.49      0.00      0.00     93.26
06:08:36 PM     all      8.79      0.00      7.69      0.00      0.00     83.52
06:08:37 PM     all      2.25      0.00      4.49      0.00      0.00     93.26
06:08:38 PM     all      7.78      0.00      5.56      0.00      0.00     86.67
06:08:39 PM     all      1.15      0.00      3.45      0.00      0.00     95.40
06:08:40 PM     all      8.89      0.00      6.67      0.00      0.00     84.44
06:08:41 PM     all      2.22      0.00      4.44      0.00      0.00     93.33
06:08:42 PM     all     10.99      0.00      6.59      0.00      0.00     82.42
06:08:43 PM     all      1.14      0.00      4.55      0.00      0.00     94.32
06:08:44 PM     all      7.61      0.00      7.61      0.00      0.00     84.78
06:08:45 PM     all      0.00      0.00      4.44      0.00      0.00     95.56
06:08:46 PM     all      8.99      0.00      6.74      0.00      0.00     84.27
06:08:47 PM     all      0.00      0.00      4.60      0.00      0.00     95.40
06:08:48 PM     all      6.45      0.00      2.15      0.00      0.00     91.40
06:08:49 PM     all      0.00      0.00      3.45      0.00      0.00     96.55
06:08:50 PM     all      7.53      0.00      4.30      0.00      0.00     88.17
06:08:51 PM     all      2.22      0.00      2.22      0.00      0.00     95.56
06:08:52 PM     all      7.61      0.00      5.43      0.00      0.00     86.96
06:08:53 PM     all      0.00      0.00      3.45      0.00      0.00     96.55
06:08:54 PM     all      8.89      0.00      7.78      0.00      0.00     83.33
06:08:55 PM     all     20.88      0.00      8.79      0.00      0.00     70.33
06:08:56 PM     all     13.19      0.00      9.89      1.10      0.00     75.82
06:08:57 PM     all      2.25      0.00      4.49      0.00      0.00     93.26
06:08:58 PM     all      6.59      0.00      4.40      1.10      0.00     87.91
06:08:59 PM     all      1.12      0.00      4.49      0.00      0.00     94.38
06:09:00 PM     all      6.67      0.00      7.78      0.00      0.00     85.56
06:09:01 PM     all      1.14      0.00      4.55      0.00      0.00     94.32
06:09:02 PM     all      6.67      0.00      8.89      0.00      0.00     84.44
06:09:03 PM     all      1.12      0.00      6.74      0.00      0.00     92.13
06:09:04 PM     all      8.79      0.00      5.49      0.00      0.00     85.71
06:09:05 PM     all      1.16      0.00      3.49      0.00      0.00     95.35
06:09:06 PM     all      6.52      0.00      7.61      0.00      0.00     85.87
06:09:07 PM     all      2.20      0.00      3.30      0.00      0.00     94.51
06:09:08 PM     all      5.43      0.00      4.35      0.00      0.00     90.22
06:09:09 PM     all      1.12      0.00      4.49      0.00      0.00     94.38
06:09:10 PM     all      5.62      0.00      7.87      0.00      0.00     86.52
06:09:11 PM     all      0.00      0.00      4.44      0.00      0.00     95.56
06:09:12 PM     all      6.67      0.00      6.67      0.00      0.00     86.67
06:09:13 PM     all      1.11      0.00      4.44      0.00      0.00     94.44
06:09:14 PM     all      7.87      0.00      5.62      0.00      0.00     86.52
06:09:15 PM     all      0.00      0.00      4.44      0.00      0.00     95.56
06:09:16 PM     all      8.79      0.00      6.59      0.00      0.00     84.62
06:09:17 PM     all      2.22      0.00      4.44      0.00      0.00     93.33
06:09:18 PM     all      5.56      0.00     10.00      0.00      0.00     84.44
06:09:19 PM     all      0.00      0.00      4.49      0.00      0.00     95.51
06:09:20 PM     all      6.59      0.00      5.49      0.00      0.00     87.91
06:09:21 PM     all      3.30      0.00      2.20      0.00      0.00     94.51
06:09:22 PM     all      6.59      0.00      7.69      0.00      0.00     85.71
06:09:23 PM     all      1.10      0.00      4.40      0.00      0.00     94.51
06:09:24 PM     all      7.69      0.00      7.69      0.00      0.00     84.62
06:09:25 PM     all      1.12      0.00      3.37      0.00      0.00     95.51
06:09:26 PM     all      6.59      0.00      8.79      0.00      0.00     84.62
06:09:27 PM     all      1.12      0.00      3.37      0.00      0.00     95.51
06:09:28 PM     all      7.61      0.00      6.52      0.00      0.00     85.87
06:09:29 PM     all      1.12      0.00      4.49      0.00      0.00     94.38
06:09:30 PM     all      7.69      0.00      8.79      0.00      0.00     83.52
06:09:31 PM     all      0.00      0.00      3.41      0.00      0.00     96.59
06:09:32 PM     all      7.78      0.00      7.78      0.00      0.00     84.44
06:09:33 PM     all      2.15      0.00      2.15      1.08      0.00     94.62
06:09:34 PM     all     10.87      0.00      4.35      0.00      0.00     84.78
06:09:35 PM     all      0.00      0.00      2.20      0.00      0.00     97.80
06:09:36 PM     all      6.67      0.00      5.56      0.00      0.00     87.78
06:09:37 PM     all      4.40      0.00      5.49      0.00      0.00     90.11
06:09:38 PM     all      6.59      0.00      6.59      0.00      0.00     86.81
06:09:39 PM     all      0.00      0.00      4.44      0.00      0.00     95.56
06:09:40 PM     all      7.69      0.00      6.59      0.00      0.00     85.71
06:09:41 PM     all      0.00      0.00      4.49      0.00      0.00     95.51
06:09:42 PM     all      9.68      0.00      6.45      0.00      0.00     83.87
06:09:43 PM     all      0.00      0.00      4.49      0.00      0.00     95.51
06:09:44 PM     all      7.69      0.00      6.59      0.00      0.00     85.71
06:09:45 PM     all      1.14      0.00      5.68      0.00      0.00     93.18
06:09:46 PM     all      6.52      0.00      7.61      0.00      0.00     85.87
06:09:47 PM     all      1.12      0.00      5.62      0.00      0.00     93.26
06:09:48 PM     all      7.78      0.00      5.56      0.00      0.00     86.67
06:09:49 PM     all      2.22      0.00      3.33      0.00      0.00     94.44
06:09:50 PM     all      5.68      0.00      5.68      0.00      0.00     88.64
06:09:51 PM     all      1.11      0.00      4.44      0.00      0.00     94.44
06:09:52 PM     all      6.59      0.00      7.69      0.00      0.00     85.71
06:09:53 PM     all      2.20      0.00      5.49      0.00      0.00     92.31
06:09:54 PM     all      7.61      0.00     10.87      0.00      0.00     81.52
06:09:55 PM     all      1.12      0.00      4.49      0.00      0.00     94.38
06:09:56 PM     all     33.68      0.00     16.84     12.63      0.00     36.84
06:09:57 PM     all      2.27      0.00      4.55      0.00      0.00     93.18
06:09:58 PM     all      7.61      0.00      6.52      0.00      0.00     85.87
06:09:59 PM     all      0.00      0.00      5.62      0.00      0.00     94.38
06:10:00 PM     all      5.38      0.00     10.75      0.00      0.00     83.87
06:10:01 PM     all      0.00      0.00      5.68      0.00      0.00     94.32
06:10:02 PM     all      6.67      0.00      5.56      0.00      0.00     87.78
06:10:03 PM     all      1.12      0.00      4.49      0.00      0.00     94.38
06:10:04 PM     all      6.52      0.00      7.61      0.00      0.00     85.87
06:10:05 PM     all      1.14      0.00      3.41      0.00      0.00     95.45
06:10:06 PM     all     10.87      0.00      4.35      0.00      0.00     84.78
06:10:07 PM     all      2.25      0.00      4.49      0.00      0.00     93.26
06:10:08 PM     all      4.40      0.00      8.79      0.00      0.00     86.81
06:10:09 PM     all      0.00      0.00      4.49      0.00      0.00     95.51
06:10:10 PM     all      8.79      0.00      4.40      0.00      0.00     86.81
06:10:11 PM     all      2.25      0.00      3.37      0.00      0.00     94.38
06:10:12 PM     all      4.55      0.00      9.09      0.00      0.00     86.36
06:10:13 PM     all      1.14      0.00      3.41      0.00      0.00     95.45
06:10:14 PM     all      6.52      0.00      8.70      0.00      0.00     84.78
06:10:15 PM     all      0.00      0.00      4.49      0.00      0.00     95.51
06:10:16 PM     all      7.69      0.00      7.69      0.00      0.00     84.62
06:10:17 PM     all      5.49      0.00      4.40      0.00      0.00     90.11
06:10:18 PM     all      8.89      0.00      4.44      0.00      0.00     86.67
06:10:19 PM     all      1.10      0.00      3.30      0.00      0.00     95.60
06:10:20 PM     all      6.67      0.00      5.56      0.00      0.00     87.78
06:10:21 PM     all      2.20      0.00      3.30      0.00      0.00     94.51
06:10:22 PM     all      6.67      0.00      4.44      0.00      0.00     88.89
06:10:23 PM     all      2.22      0.00      3.33      0.00      0.00     94.44
06:10:24 PM     all      7.69      0.00      6.59      0.00      0.00     85.71
06:10:25 PM     all      1.12      0.00      4.49      0.00      0.00     94.38
06:10:26 PM     all      8.79      0.00      6.59      0.00      0.00     84.62
06:10:27 PM     all      2.22      0.00      4.44      0.00      0.00     93.33
06:10:28 PM     all      6.59      0.00      6.59      0.00      0.00     86.81
06:10:29 PM     all      0.00      0.00      5.62      0.00      0.00     94.38
06:10:30 PM     all      6.59      0.00      8.79      0.00      0.00     84.62
06:10:31 PM     all      2.22      0.00      3.33      0.00      0.00     94.44
06:10:32 PM     all      6.74      0.00      5.62      0.00      0.00     87.64
06:10:33 PM     all      1.11      0.00      4.44      0.00      0.00     94.44
06:10:34 PM     all      7.78      0.00      8.89      0.00      0.00     83.33
06:10:35 PM     all      0.00      0.00      4.55      0.00      0.00     95.45
06:10:36 PM     all      7.61      0.00      8.70      0.00      0.00     83.70
06:10:37 PM     all      4.44      0.00      4.44      0.00      0.00     91.11
06:10:38 PM     all      5.43      0.00      7.61      0.00      0.00     86.96
06:10:39 PM     all      0.00      0.00      4.49      0.00      0.00     95.51
06:10:40 PM     all      7.69      0.00      7.69      0.00      0.00     84.62
06:10:41 PM     all      1.11      0.00      4.44      0.00      0.00     94.44
06:10:42 PM     all      6.67      0.00      4.44      0.00      0.00     88.89
06:10:43 PM     all      2.22      0.00      5.56      0.00      0.00     92.22
06:10:44 PM     all      6.59      0.00      7.69      0.00      0.00     85.71
06:10:45 PM     all      2.25      0.00      2.25      0.00      0.00     95.51
06:10:46 PM     all      6.67      0.00      7.78      0.00      0.00     85.56
06:10:47 PM     all      2.27      0.00      3.41      0.00      0.00     94.32
06:10:48 PM     all      7.78      0.00      5.56      0.00      0.00     86.67
06:10:49 PM     all      2.25      0.00      3.37      0.00      0.00     94.38
06:10:50 PM     all      5.56      0.00      7.78      0.00      0.00     86.67
06:10:51 PM     all      1.11      0.00      5.56      0.00      0.00     93.33
06:10:52 PM     all      8.89      0.00      5.56      0.00      0.00     85.56
06:10:53 PM     all      1.12      0.00      4.49      0.00      0.00     94.38
06:10:54 PM     all      6.67      0.00      8.89      0.00      0.00     84.44
06:10:55 PM     all      1.12      0.00      3.37      0.00      0.00     95.51
06:10:56 PM     all     16.13      0.00      8.60      3.23      0.00     72.04
06:10:57 PM     all      4.49      0.00      4.49      0.00      0.00     91.01
06:10:58 PM     all     29.79      0.00     10.64      0.00      0.00     59.57
06:10:59 PM     all      1.11      0.00      3.33      0.00      0.00     95.56
06:11:00 PM     all      6.67      0.00      6.67      0.00      0.00     86.67
06:11:01 PM     all      1.10      0.00      3.30      0.00      0.00     95.60
06:11:02 PM     all      8.89      0.00      4.44      0.00      0.00     86.67
06:11:03 PM     all      1.09      0.00      5.43      0.00      0.00     93.48
06:11:04 PM     all      5.43      0.00      7.61      0.00      0.00     86.96
06:11:05 PM     all      0.00      0.00      5.68      0.00      0.00     94.32
06:11:06 PM     all      6.59      0.00      7.69      0.00      0.00     85.71
06:11:07 PM     all      3.30      0.00      4.40      0.00      0.00     92.31
06:11:08 PM     all      9.89      0.00      4.40      0.00      0.00     85.71
06:11:09 PM     all      0.00      0.00      4.55      0.00      0.00     95.45
06:11:10 PM     all      5.68      0.00      6.82      0.00      0.00     87.50
06:11:11 PM     all      0.00      0.00      6.67      0.00      0.00     93.33
06:11:12 PM     all      7.87      0.00      7.87      0.00      0.00     84.27
06:11:13 PM     all      2.22      0.00      4.44      0.00      0.00     93.33
06:11:14 PM     all      6.67      0.00      6.67      0.00      0.00     86.67
06:11:15 PM     all      0.00      0.00      4.49      0.00      0.00     95.51
06:11:16 PM     all      6.67      0.00      7.78      0.00      0.00     85.56
06:11:17 PM     all      1.12      0.00      4.49      0.00      0.00     94.38
06:11:18 PM     all      7.69      0.00      4.40      0.00      0.00     87.91
06:11:19 PM     all      2.22      0.00      3.33      0.00      0.00     94.44
06:11:20 PM     all      5.49      0.00      7.69      0.00      0.00     86.81
06:11:21 PM     all      3.26      0.00      3.26      0.00      0.00     93.48
06:11:22 PM     all      7.78      0.00      6.67      0.00      0.00     85.56
06:11:23 PM     all      3.23      0.00      7.53      0.00      0.00     89.25
